Date,Time_st,Transect,Bearing,Secchi,Depth_st,Taxon_name,Family,Common_family,Consumer_group,Lw_a,Lw_b,Length_conversion_factor,Number,Size_TL_cm,Length_conv,Biomass_g,num_m^2,g_m^2
9/26/2023, 13:28:00,REIwind01E,160,16.5,1.2,Hipposcarus longiceps,Scaridae,Parrotfish,PRIMARY,0.01,3,1,1,45,45,1804.27,6.67E-03,12.02
9/26/2023, 13:28:00,REIwind01E,160,16.5,1.2,Scarus psittacus,Scaridae,Parrotfish,PRIMARY,0.01,3.31,0.97,1,24,23.28,359.53,6.67E-03,2.39
9/26/2023, 13:28:00,REIwind01E,160,16.5,1.2,Scarus psittacus,Scaridae,Parrotfish,PRIMARY,0.01,3.31,0.97,4,27,26.19,2125.96,0.02,14.17
9/26/2023, 13:28:00,REIwind01E,160,16.5,1.2,Scarus psittacus,Scaridae,Parrotfish,PRIMARY,0.01,3.31,0.97,3,25,24.25,1235.07,0.02,8.23
9/26/2023, 13:28:00,REIwind01E,160,16.5,1.2,Scarus psittacus,Scaridae,Parrotfish,PRIMARY,0.01,3.31,0.97,1,27,26.19,531.49,6.67E-03,3.54
9/26/2023, 13:28:00,REIwind01E,160,16.5,1.2,Acanthurus nigricauda,Acanthuridae,Surgeonfish,PRIMARY,0.01,3.16,0.84,2,27,22.68,660.87,0.01,4.4
9/26/2023, 13:28:00,REIwind01E,160,16.5,1.2,Ctenochaetus striatus,Acanthuridae,Surgeonfish,PRIMARY,0.02,3.06,0.91,1,20,18.2,167.63,6.67E-03,1.11
9/26/2023, 13:28:00,REIwind01E,160,16.5,1.2,Chlorurus sordidus,Scaridae,Parrotfish,PRIMARY,0.02,2.96,1,1,28,28,481.77,6.67E-03,3.21
9/26/2023, 13:28:00,REIwind01E,160,16.5,1.2,Ctenochaetus striatus,Acanthuridae,Surgeonfish,PRIMARY,0.02,3.06,0.91,1,16,14.56,84.62,6.67E-03,0.56
9/26/2023, 13:28:00,REIwind01E,160,16.5,1.2,Acanthurus nigricauda,Acanthuridae,Surgeonfish,PRIMARY,0.01,3.16,0.84,2,25,21,517.89,0.01,3.45
9/26/2023, 13:28:00,REIwind01E,160,16.5,1.2,Chlorurus sordidus,Scaridae,Parrotfish,PRIMARY,0.02,2.96,1,3,33,33,2354.2,0.02,15.69
9/26/2023, 13:28:00,REIwind01E,160,16.5,1.2,Chlorurus sordidus,Scaridae,Parrotfish,PRIMARY,0.02,2.96,1,2,15,15,151,0.01,1
9/26/2023, 13:28:00,REIwind01E,160,16.5,1.2,Chlorurus sordidus,Scaridae,Parrotfish,PRIMARY,0.02,2.96,1,4,7,7,31.41,0.02,0.2
9/26/2023, 13:28:00,REIwind01E,160,16.5,1.2,Chlorurus sordidus,Scaridae,Parrotfish,PRIMARY,0.02,2.96,1,1,30,30,591.31,6.67E-03,3.94
9/28/2023, 9:08:00,HIRAURlee03E,350,4.1,1.3,Stethojulis bandanensis,Labridae,Wrasse,PLANKTIVORE,0.03,2.58,1,1,6,6,3.09,6.67E-03,0.02
9/28/2023, 9:08:00,HIRAURlee03E,350,4.1,1.3,Pomacentrus pavo,Pomacentridae,Damselfish,PLANKTIVORE,0.02,2.97,0.86,2,5,4.3,3.84,0.01,0.02
9/28/2023, 9:08:00,HIRAURlee03E,350,4.1,1.3,Chromis viridis,Pomacentridae,Damselfish,PLANKTIVORE,0.03,2.89,0.91,1,6,5.46,4.81,6.67E-03,0.03
9/28/2023, 9:08:00,HIRAURlee03E,350,4.1,1.3,Dascyllus aruanus,Pomacentridae,Damselfish,PLANKTIVORE,0.04,2.98,0.96,10,5,4.8,45.11,0.06,0.3
9/28/2023, 9:08:00,HIRAURlee03E,350,4.1,1.3,Dascyllus aruanus,Pomacentridae,Damselfish,PLANKTIVORE,0.04,2.98,0.96,1,2,1.92,0.29,6.67E-03,1.94E-03
9/28/2023, 9:08:00,HIRAURlee03E,350,4.1,1.3,Dascyllus aruanus,Pomacentridae,Damselfish,PLANKTIVORE,0.04,2.98,0.96,4,3,2.88,3.91,0.02,0.02
9/28/2023, 9:08:00,HIRAURlee03E,350,4.1,1.3,Dascyllus aruanus,Pomacentridae,Damselfish,PLANKTIVORE,0.04,2.98,0.96,10,4,3.84,23.15,0.06,0.15
9/28/2023, 9:08:00,HIRAURlee03E,350,4.1,1.3,Chromis viridis,Pomacentridae,Damselfish,PLANKTIVORE,0.03,2.89,0.91,3,7,6.37,22.58,0.02,0.15
9/28/2023, 9:08:00,HIRAURlee03E,350,4.1,1.3,Stegastes nigricans,Pomacentridae,Damselfish,PRIMARY,0.03,3.01,0.94,1,4,3.76,2.06,6.67E-03,0.01
9/28/2023, 9:08:00,HIRAURlee03E,350,4.1,1.3,Cheilinus chlorourus,Labridae,Wrasse,SECONDARY,0.01,2.99,1,1,20,20,154.55,6.67E-03,1.03
9/28/2023, 9:08:00,HIRAURlee03E,350,4.1,1.3,Pomacentrus pavo,Pomacentridae,Damselfish,PLANKTIVORE,0.02,2.97,0.86,1,4,3.44,0.98,6.67E-03,6.60E-03
9/28/2023, 9:08:00,HIRAURlee03E,350,4.1,1.3,Pomacentrus pavo,Pomacentridae,Damselfish,PLANKTIVORE,0.02,2.97,0.86,1,6,5.16,3.3,6.67E-03,0.02
9/28/2023, 9:08:00,HIRAURlee03E,350,4.1,1.3,Halichoeres trimaculatus,Labridae,Wrasse,SECONDARY,0.02,2.73,1,2,6,6,7.39,0.01,0.04
9/28/2023, 9:08:00,HIRAURlee03E,350,4.1,1.3,Thalassoma hardwicke,Labridae,Wrasse,PLANKTIVORE,0.01,2.97,0.93,1,7,6.51,4.71,6.67E-03,0.03
9/28/2023, 9:08:00,HIRAURlee03E,350,4.1,1.3,Stegastes nigricans,Pomacentridae,Damselfish,PRIMARY,0.03,3.01,0.94,1,5,4.7,4.05,6.67E-03,0.02
9/28/2023, 9:08:00,HIRAURlee03E,350,4.1,1.3,Chlorurus sordidus,Scaridae,Parrotfish,PRIMARY,0.02,2.96,1,1,8,8,11.67,6.67E-03,0.07
9/28/2023, 9:08:00,HIRAURlee03E,350,4.1,1.3,Thalassoma hardwicke,Labridae,Wrasse,PLANKTIVORE,0.01,2.97,0.93,1,6,5.58,2.98,6.67E-03,0.01
9/28/2023, 9:08:00,HIRAURlee03E,350,4.1,1.3,Chlorurus sordidus,Scaridae,Parrotfish,PRIMARY,0.02,2.96,1,1,7,7,7.85,6.67E-03,0.05
9/28/2023, 9:08:00,HIRAURlee03E,350,4.1,1.3,Halichoeres trimaculatus,Labridae,Wrasse,SECONDARY,0.02,2.73,1,4,10,10,59.85,0.02,0.39
9/28/2023, 9:08:00,HIRAURlee03E,350,4.1,1.3,Acanthurus nigrofuscus,Acanthuridae,Surgeonfish,PRIMARY,0.02,3.02,0.91,1,5,4.55,2.59,6.67E-03,0.01
9/28/2023, 9:08:00,HIRAURlee03E,350,4.1,1.3,Chaetodon miliaris,Chaetodontidae,Butterflyfish,PLANKTIVORE,0.02,2.98,1,1,10,10,28.89,6.67E-03,0.19
9/28/2023, 9:08:00,HIRAURlee03E,350,4.1,1.3,Chaetodon miliaris,Chaetodontidae,Butterflyfish,PLANKTIVORE,0.02,2.98,1,1,12,12,49.83,6.67E-03,0.33
9/28/2023, 9:08:00,HIRAURlee03E,350,4.1,1.3,Parupeneus multifasciatus,Mullidae,Goatfish,SECONDARY,0.01,3.21,0.9,1,8,7.2,6.42,6.67E-03,0.04
9/28/2023, 9:08:00,HIRAURlee03E,350,4.1,1.3,Thalassoma hardwicke,Labridae,Wrasse,PLANKTIVORE,0.01,2.97,0.93,1,8,7.44,7.02,6.67E-03,0.04
9/28/2023, 9:08:00,HIRAURlee03E,350,4.1,1.3,Lutjanus fulvus,Lutjanidae,Snapper,SECONDARY,0.02,2.97,0.96,1,32,30.72,559.16,6.67E-03,3.72
9/28/2023, 9:08:00,HIRAURlee03E,350,4.1,1.3,Thalassoma hardwicke,Labridae,Wrasse,PLANKTIVORE,0.01,2.97,0.93,3,10,9.3,40.93,0.02,0.27
9/28/2023, 9:08:00,HIRAURlee03E,350,4.1,1.3,Halichoeres trimaculatus,Labridae,Wrasse,SECONDARY,0.02,2.73,1,8,8,8,65,0.05,0.43
9/28/2023, 9:08:00,HIRAURlee03E,350,4.1,1.3,Halichoeres trimaculatus,Labridae,Wrasse,SECONDARY,0.02,2.73,1,7,5,5,15.72,0.04,0.1
9/28/2023, 9:08:00,HIRAURlee03E,350,4.1,1.3,Chlorurus sordidus,Scaridae,Parrotfish,PRIMARY,0.02,2.96,1,1,5,5,2.89,6.67E-03,0.01
9/28/2023, 9:38:00,HIRAURlee02D,350,6,1.4,Pomacentrus pavo,Pomacentridae,Damselfish,PLANKTIVORE,0.02,2.97,0.86,3,7,6.02,15.65,0.02,0.1
9/28/2023, 9:38:00,HIRAURlee02D,350,6,1.4,Pomacentrus pavo,Pomacentridae,Damselfish,PLANKTIVORE,0.02,2.97,0.86,2,5,4.3,3.84,0.01,0.02
9/28/2023, 9:38:00,HIRAURlee02D,350,6,1.4,Valenciennea strigata,Gobiidae,Goby,SECONDARY,9.29E-03,3.04,1,2,11,11,27.58,0.01,0.18
9/28/2023, 9:38:00,HIRAURlee02D,350,6,1.4,Ptereleotris microlepis,Ptereleotridae,Dartfish,PLANKTIVORE,5.90E-03,3.23,0.98,2,10,9.8,18.81,0.01,0.12
9/28/2023, 9:38:00,HIRAURlee02D,350,6,1.4,Chromis viridis,Pomacentridae,Damselfish,PLANKTIVORE,0.03,2.89,0.91,8,4,3.64,11.88,0.05,0.07
9/28/2023, 9:38:00,HIRAURlee02D,350,6,1.4,Pomacentrus pavo,Pomacentridae,Damselfish,PLANKTIVORE,0.02,2.97,0.86,3,6,5.16,9.9,0.02,0.06
9/28/2023, 9:38:00,HIRAURlee02D,350,6,1.4,Pomacentrus pavo,Pomacentridae,Damselfish,PLANKTIVORE,0.02,2.97,0.86,1,3,2.58,0.42,6.67E-03,2.81E-03
9/28/2023, 9:38:00,HIRAURlee02D,350,6,1.4,Pomacentrus pavo,Pomacentridae,Damselfish,PLANKTIVORE,0.02,2.97,0.86,1,8,6.88,7.76,6.67E-03,0.05
9/28/2023, 9:38:00,HIRAURlee02D,350,6,1.4,Dascyllus aruanus,Pomacentridae,Damselfish,PLANKTIVORE,0.04,2.98,0.96,1,6,5.76,7.77,6.67E-03,0.05
9/28/2023, 9:38:00,HIRAURlee02D,350,6,1.4,Chlorurus sordidus,Scaridae,Parrotfish,PRIMARY,0.02,2.96,1,1,5,5,2.89,6.67E-03,0.01
9/28/2023, 9:38:00,HIRAURlee02D,350,6,1.4,Chlorurus sordidus,Scaridae,Parrotfish,PRIMARY,0.02,2.96,1,7,4,4,10.43,0.04,0.06
9/28/2023, 9:38:00,HIRAURlee02D,350,6,1.4,Pomacentrus pavo,Pomacentridae,Damselfish,PLANKTIVORE,0.02,2.97,0.86,2,2,1.72,0.25,0.01,1.68E-03
9/28/2023, 9:38:00,HIRAURlee02D,350,6,1.4,Chaetodon vagabundus,Chaetodontidae,Butterflyfish,SECONDARY,0.02,2.97,1,1,20,20,205.1,6.67E-03,1.36
9/28/2023, 9:38:00,HIRAURlee02D,350,6,1.4,Thalassoma hardwicke,Labridae,Wrasse,PLANKTIVORE,0.01,2.97,0.93,1,10,9.3,13.64,6.67E-03,0.09
9/28/2023, 9:38:00,HIRAURlee02D,350,6,1.4,Thalassoma hardwicke,Labridae,Wrasse,PLANKTIVORE,0.01,2.97,0.93,1,12,11.16,23.48,6.67E-03,0.15
9/28/2023, 9:38:00,HIRAURlee02D,350,6,1.4,Halichoeres trimaculatus,Labridae,Wrasse,SECONDARY,0.02,2.73,1,3,5,5,6.73,0.02,0.04
9/28/2023, 9:38:00,HIRAURlee02D,350,6,1.4,Halichoeres trimaculatus,Labridae,Wrasse,SECONDARY,0.02,2.73,1,1,10,10,14.96,6.67E-03,0.09
9/28/2023, 9:38:00,HIRAURlee02D,350,6,1.4,Dascyllus aruanus,Pomacentridae,Damselfish,PLANKTIVORE,0.04,2.98,0.96,1,5,4.8,4.51,6.67E-03,0.03
9/28/2023, 9:38:00,HIRAURlee02D,350,6,1.4,Stegastes nigricans,Pomacentridae,Damselfish,PRIMARY,0.03,3.01,0.94,2,5,4.7,8.1,0.01,0.05
9/28/2023, 10:06:00,HIRAURlee01B,320,5.5,1.9,Lutjanus fulvus,Lutjanidae,Snapper,SECONDARY,0.02,2.97,0.96,5,35,33.6,3649.76,0.03,24.33
9/28/2023, 10:06:00,HIRAURlee01B,320,5.5,1.9,Acanthurus nigricauda,Acanthuridae,Surgeonfish,PRIMARY,0.01,3.16,0.84,1,24,20.16,227.53,6.67E-03,1.51
9/28/2023, 10:06:00,HIRAURlee01B,320,5.5,1.9,Acanthurus nigricauda,Acanthuridae,Surgeonfish,PRIMARY,0.01,3.16,0.84,1,22,18.48,172.72,6.67E-03,1.15
9/28/2023, 10:06:00,HIRAURlee01B,320,5.5,1.9,Acanthurus nigricauda,Acanthuridae,Surgeonfish,PRIMARY,0.01,3.16,0.84,1,20,16.8,127.71,6.67E-03,0.85
9/28/2023, 10:06:00,HIRAURlee01B,320,5.5,1.9,Ctenochaetus striatus,Acanthuridae,Surgeonfish,PRIMARY,0.02,3.06,0.91,1,24,21.84,293.04,6.67E-03,1.95
9/28/2023, 10:06:00,HIRAURlee01B,320,5.5,1.9,Ctenochaetus striatus,Acanthuridae,Surgeonfish,PRIMARY,0.02,3.06,0.91,1,26,23.66,374.47,6.67E-03,2.49
9/28/2023, 10:06:00,HIRAURlee01B,320,5.5,1.9,Chlorurus sordidus,Scaridae,Parrotfish,PRIMARY,0.02,2.96,1,2,8,8,23.35,0.01,0.15
9/28/2023, 10:06:00,HIRAURlee01B,320,5.5,1.9,Stegastes nigricans,Pomacentridae,Damselfish,PRIMARY,0.03,3.01,0.94,4,5,4.7,16.2,0.02,0.1
9/28/2023, 10:06:00,HIRAURlee01B,320,5.5,1.9,Lutjanus fulvus,Lutjanidae,Snapper,SECONDARY,0.02,2.97,0.96,2,37,35.52,1722.29,0.01,11.48
9/28/2023, 10:06:00,HIRAURlee01B,320,5.5,1.9,Stegastes nigricans,Pomacentridae,Damselfish,PRIMARY,0.03,3.01,0.94,3,4,3.76,6.2,0.02,0.04
9/28/2023, 10:06:00,HIRAURlee01B,320,5.5,1.9,Lutjanus fulvus,Lutjanidae,Snapper,SECONDARY,0.02,2.97,0.96,5,30,28.8,2307.5,0.03,15.38
9/28/2023, 10:06:00,HIRAURlee01B,320,5.5,1.9,Acanthurus nigricauda,Acanthuridae,Surgeonfish,PRIMARY,0.01,3.16,0.84,1,26,21.84,293.2,6.67E-03,1.95
9/28/2023, 10:06:00,HIRAURlee01B,320,5.5,1.9,Labroides bicolor,Labridae,Wrasse,SECONDARY,5.80E-03,3.17,1,1,12,12,15.32,6.67E-03,0.1
9/28/2023, 10:06:00,HIRAURlee01B,320,5.5,1.9,Stegastes nigricans,Pomacentridae,Damselfish,PRIMARY,0.03,3.01,0.94,1,12,11.28,56.48,6.67E-03,0.37
9/28/2023, 10:06:00,HIRAURlee01B,320,5.5,1.9,Gymnothorax javanicus,Muraenidae,Moray,PISCIVORE,5.00E-04,3.3,1,1,35,35,62.95,6.67E-03,0.41
9/28/2023, 10:06:00,HIRAURlee01B,320,5.5,1.9,Chlorurus sordidus,Scaridae,Parrotfish,PRIMARY,0.02,2.96,1,1,36,36,1016.08,6.67E-03,6.77
9/28/2023, 10:06:00,HIRAURlee01B,320,5.5,1.9,Chromis viridis,Pomacentridae,Damselfish,PLANKTIVORE,0.03,2.89,0.91,8,3,2.73,5.16,0.05,0.03
9/28/2023, 10:06:00,HIRAURlee01B,320,5.5,1.9,Pomacentrus pavo,Pomacentridae,Damselfish,PLANKTIVORE,0.02,2.97,0.86,10,5,4.3,19.2,0.06,0.12
9/28/2023, 10:06:00,HIRAURlee01B,320,5.5,1.9,Pomacentrus pavo,Pomacentridae,Damselfish,PLANKTIVORE,0.02,2.97,0.86,5,7,6.02,26.09,0.03,0.17
9/28/2023, 10:06:00,HIRAURlee01B,320,5.5,1.9,Lutjanus fulvus,Lutjanidae,Snapper,SECONDARY,0.02,2.97,0.96,1,32,30.72,559.16,6.67E-03,3.72
9/28/2023, 10:06:00,HIRAURlee01B,320,5.5,1.9,Lutjanus fulvus,Lutjanidae,Snapper,SECONDARY,0.02,2.97,0.96,1,27,25.92,337.34,6.67E-03,2.24
9/28/2023, 10:06:00,HIRAURlee01B,320,5.5,1.9,Pomacentrus pavo,Pomacentridae,Damselfish,PLANKTIVORE,0.02,2.97,0.86,7,6,5.16,23.11,0.04,0.15
9/28/2023, 10:06:00,HIRAURlee01B,320,5.5,1.9,Pomacentrus pavo,Pomacentridae,Damselfish,PLANKTIVORE,0.02,2.97,0.86,3,2,1.72,0.37,0.02,2.52E-03
9/28/2023, 10:06:00,HIRAURlee01B,320,5.5,1.9,Rhinecanthus aculeatus,Balistidae,Triggerfish,SECONDARY,0.05,2.64,1,1,20,20,142.45,6.67E-03,0.94
9/28/2023, 10:06:00,HIRAURlee01B,320,5.5,1.9,Chromis viridis,Pomacentridae,Damselfish,PLANKTIVORE,0.03,2.89,0.91,17,5,4.55,48.23,0.11,0.32
9/28/2023, 10:06:00,HIRAURlee01B,320,5.5,1.9,Acanthurus triostegus,Acanthuridae,Surgeonfish,PRIMARY,0.08,2.56,0.87,1,16,13.92,72.14,6.67E-03,0.48
9/28/2023, 10:06:00,HIRAURlee01B,320,5.5,1.9,Chromis viridis,Pomacentridae,Damselfish,PLANKTIVORE,0.03,2.89,0.91,25,4,3.64,37.14,0.16,0.24
9/28/2023, 10:06:00,HIRAURlee01B,320,5.5,1.9,Chromis viridis,Pomacentridae,Damselfish,PLANKTIVORE,0.03,2.89,0.91,7,8,7.28,77.6,0.04,0.51
9/28/2023, 10:06:00,HIRAURlee01B,320,5.5,1.9,Dascyllus aruanus,Pomacentridae,Damselfish,PLANKTIVORE,0.04,2.98,0.96,2,5,4.8,9.02,0.01,0.06
9/28/2023, 10:06:00,HIRAURlee01B,320,5.5,1.9,Dascyllus aruanus,Pomacentridae,Damselfish,PLANKTIVORE,0.04,2.98,0.96,3,4,3.84,6.94,0.02,0.04
9/28/2023, 10:06:00,HIRAURlee01B,320,5.5,1.9,Centropyge flavissima,Pomacanthidae,Angelfish,PRIMARY,0.03,2.79,1,1,16,16,73.76,6.67E-03,0.49
9/28/2023, 10:06:00,HIRAURlee01B,320,5.5,1.9,Centropyge flavissima,Pomacanthidae,Angelfish,PRIMARY,0.03,2.79,1,1,10,10,19.78,6.67E-03,0.13
9/28/2023, 10:06:00,HIRAURlee01B,320,5.5,1.9,Chaetodon bennetti,Chaetodontidae,Butterflyfish,SECONDARY,0.03,2.88,1,1,17,17,136.19,6.67E-03,0.9
9/28/2023, 10:06:00,HIRAURlee01B,320,5.5,1.9,Pomacentrus pavo,Pomacentridae,Damselfish,PLANKTIVORE,0.02,2.97,0.86,10,4,3.44,9.89,0.06,0.06
9/28/2023, 11:26:00,TAUAURlee03E,340,7.8,1.8,Acanthurus nigricauda,Acanthuridae,Surgeonfish,PRIMARY,0.01,3.16,0.84,1,25,21,258.94,6.67E-03,1.72
9/28/2023, 11:26:00,TAUAURlee03E,340,7.8,1.8,Acanthurus nigrofuscus,Acanthuridae,Surgeonfish,PRIMARY,0.02,3.02,0.91,1,17,15.47,105.51,6.67E-03,0.7
9/28/2023, 11:26:00,TAUAURlee03E,340,7.8,1.8,Caranx melampygus,Carangidae,Jack,PISCIVORE,0.02,2.97,0.89,1,65,57.85,4993.05,6.67E-03,33.28
9/28/2023, 11:26:00,TAUAURlee03E,340,7.8,1.8,Caranx melampygus,Carangidae,Jack,PISCIVORE,0.02,2.97,0.89,1,70,62.3,6224.2,6.67E-03,41.49
9/28/2023, 11:26:00,TAUAURlee03E,340,7.8,1.8,Chlorurus sordidus,Scaridae,Parrotfish,PRIMARY,0.02,2.96,1,1,7,7,7.85,6.67E-03,0.05
9/28/2023, 11:26:00,TAUAURlee03E,340,7.8,1.8,Pomacentrus pavo,Pomacentridae,Damselfish,PLANKTIVORE,0.02,2.97,0.86,6,7,6.02,31.31,0.04,0.2
9/28/2023, 11:26:00,TAUAURlee03E,340,7.8,1.8,Halichoeres trimaculatus,Labridae,Wrasse,SECONDARY,0.02,2.73,1,1,4,4,1.21,6.67E-03,8.13E-03
9/28/2023, 11:26:00,TAUAURlee03E,340,7.8,1.8,Dascyllus aruanus,Pomacentridae,Damselfish,PLANKTIVORE,0.04,2.98,0.96,1,4,3.84,2.31,6.67E-03,0.01
9/28/2023, 11:26:00,TAUAURlee03E,340,7.8,1.8,Chromis viridis,Pomacentridae,Damselfish,PLANKTIVORE,0.03,2.89,0.91,2,7,6.37,15.05,0.01,0.1
9/28/2023, 11:26:00,TAUAURlee03E,340,7.8,1.8,Chromis viridis,Pomacentridae,Damselfish,PLANKTIVORE,0.03,2.89,0.91,20,4,3.64,29.71,0.13,0.19
9/28/2023, 11:26:00,TAUAURlee03E,340,7.8,1.8,Stegastes albifasciatus,Pomacentridae,Damselfish,PRIMARY,0.02,3,1,11,5,5,40.7,0.07,0.27
9/28/2023, 11:26:00,TAUAURlee03E,340,7.8,1.8,Pomacentrus pavo,Pomacentridae,Damselfish,PLANKTIVORE,0.02,2.97,0.86,5,6,5.16,16.5,0.03,0.11
9/28/2023, 11:26:00,TAUAURlee03E,340,7.8,1.8,Ctenochaetus striatus,Acanthuridae,Surgeonfish,PRIMARY,0.02,3.06,0.91,1,17,15.47,101.89,6.67E-03,0.67
9/28/2023, 11:26:00,TAUAURlee03E,340,7.8,1.8,Pomacentrus pavo,Pomacentridae,Damselfish,PLANKTIVORE,0.02,2.97,0.86,3,8,6.88,23.28,0.02,0.15
9/28/2023, 11:26:00,TAUAURlee03E,340,7.8,1.8,Thalassoma hardwicke,Labridae,Wrasse,PLANKTIVORE,0.01,2.97,0.93,1,8,7.44,7.02,6.67E-03,0.04
9/28/2023, 11:26:00,TAUAURlee03E,340,7.8,1.8,Pomacentrus pavo,Pomacentridae,Damselfish,PLANKTIVORE,0.02,2.97,0.86,7,5,4.3,13.44,0.04,0.08
9/28/2023, 11:26:00,TAUAURlee03E,340,7.8,1.8,Pomacentrus pavo,Pomacentridae,Damselfish,PLANKTIVORE,0.02,2.97,0.86,2,9,7.74,22.02,0.01,0.14
9/28/2023, 11:26:00,TAUAURlee03E,340,7.8,1.8,Stegastes nigricans,Pomacentridae,Damselfish,PRIMARY,0.03,3.01,0.94,3,7,6.58,33.45,0.02,0.22
9/28/2023, 11:26:00,TAUAURlee03E,340,7.8,1.8,Stegastes nigricans,Pomacentridae,Damselfish,PRIMARY,0.03,3.01,0.94,2,10,9.4,65.25,0.01,0.43
9/28/2023, 11:26:00,TAUAURlee03E,340,7.8,1.8,Stegastes nigricans,Pomacentridae,Damselfish,PRIMARY,0.03,3.01,0.94,1,4,3.76,2.06,6.67E-03,0.01
9/28/2023, 11:26:00,TAUAURlee03E,340,7.8,1.8,Parupeneus barberinus,Mullidae,Goatfish,SECONDARY,0.01,3.12,0.9,1,27,24.3,277.21,6.67E-03,1.84
9/28/2023, 11:26:00,TAUAURlee03E,340,7.8,1.8,Pomacentrus pavo,Pomacentridae,Damselfish,PLANKTIVORE,0.02,2.97,0.86,4,4,3.44,3.95,0.02,0.02
9/28/2023, 11:26:00,TAUAURlee03E,340,7.8,1.8,Chaetodon vagabundus,Chaetodontidae,Butterflyfish,SECONDARY,0.02,2.97,1,1,18,18,149.94,6.67E-03,0.99
9/28/2023, 11:26:00,TAUAURlee03E,340,7.8,1.8,Acanthurus nigrofuscus,Acanthuridae,Surgeonfish,PRIMARY,0.02,3.02,0.91,1,10,9.1,21.15,6.67E-03,0.14
9/28/2023, 11:26:00,TAUAURlee03E,340,7.8,1.8,Acanthurus nigrofuscus,Acanthuridae,Surgeonfish,PRIMARY,0.02,3.02,0.91,1,19,17.29,147.77,6.67E-03,0.98
9/28/2023, 11:26:00,TAUAURlee03E,340,7.8,1.8,Acanthurus nigrofuscus,Acanthuridae,Surgeonfish,PRIMARY,0.02,3.02,0.91,1,17,15.47,105.51,6.67E-03,0.7
9/28/2023, 11:26:00,TAUAURlee03E,340,7.8,1.8,Acanthurus nigrofuscus,Acanthuridae,Surgeonfish,PRIMARY,0.02,3.02,0.91,1,20,18.2,172.61,6.67E-03,1.15
9/28/2023, 11:26:00,TAUAURlee03E,340,7.8,1.8,Ctenochaetus striatus,Acanthuridae,Surgeonfish,PRIMARY,0.02,3.06,0.91,3,16,14.56,253.86,0.02,1.69
9/28/2023, 11:26:00,TAUAURlee03E,340,7.8,1.8,Ctenochaetus striatus,Acanthuridae,Surgeonfish,PRIMARY,0.02,3.06,0.91,2,12,10.92,70.1,0.01,0.46
9/28/2023, 11:26:00,TAUAURlee03E,340,7.8,1.8,Halichoeres trimaculatus,Labridae,Wrasse,SECONDARY,0.02,2.73,1,1,8,8,8.12,6.67E-03,0.05
9/28/2023, 11:26:00,TAUAURlee03E,340,7.8,1.8,Rhinecanthus aculeatus,Balistidae,Triggerfish,SECONDARY,0.05,2.64,1,1,18,18,107.85,6.67E-03,0.71
9/28/2023, 11:26:00,TAUAURlee03E,340,7.8,1.8,Halichoeres trimaculatus,Labridae,Wrasse,SECONDARY,0.02,2.73,1,7,7,7,39.47,0.04,0.26
9/28/2023, 11:26:00,TAUAURlee03E,340,7.8,1.8,Chaetodon vagabundus,Chaetodontidae,Butterflyfish,SECONDARY,0.02,2.97,1,1,17,17,126.5,6.67E-03,0.84
9/28/2023, 11:26:00,TAUAURlee03E,340,7.8,1.8,Chaetodon ulietensis,Chaetodontidae,Butterflyfish,SECONDARY,0.03,2.87,1,1,14,14,61.29,6.67E-03,0.4
9/28/2023, 11:26:00,TAUAURlee03E,340,7.8,1.8,Chaetodon ephippium,Chaetodontidae,Butterflyfish,SECONDARY,0.02,3.06,1,2,22,22,578.18,0.01,3.85
9/28/2023, 11:26:00,TAUAURlee03E,340,7.8,1.8,Chaetodon vagabundus,Chaetodontidae,Butterflyfish,SECONDARY,0.02,2.97,1,1,12,12,44.9,6.67E-03,0.29
9/28/2023, 11:26:00,TAUAURlee03E,340,7.8,1.8,Canthigaster amboinensis,Tetraodontidae,Pufferfish,PRIMARY,0.01,2.91,1,1,14,14,43.46,6.67E-03,0.28
9/28/2023, 11:26:00,TAUAURlee03E,340,7.8,1.8,Thalassoma hardwicke,Labridae,Wrasse,PLANKTIVORE,0.01,2.97,0.93,1,7,6.51,4.71,6.67E-03,0.03
9/28/2023, 11:26:00,TAUAURlee03E,340,7.8,1.8,Acanthurus nigrofuscus,Acanthuridae,Surgeonfish,PRIMARY,0.02,3.02,0.91,1,18,16.38,125.45,6.67E-03,0.83
9/28/2023, 11:26:00,TAUAURlee03E,340,7.8,1.8,Acanthurus nigricauda,Acanthuridae,Surgeonfish,PRIMARY,0.01,3.16,0.84,1,27,22.68,330.43,6.67E-03,2.2
9/28/2023, 11:26:00,TAUAURlee03E,340,7.8,1.8,Thalassoma hardwicke,Labridae,Wrasse,PLANKTIVORE,0.01,2.97,0.93,1,10,9.3,13.64,6.67E-03,0.09
9/28/2023, 11:58:00,TAUAURlee02D,350,7.4,2.4,Ctenochaetus striatus,Acanthuridae,Surgeonfish,PRIMARY,0.02,3.06,0.91,1,19,17.29,143.25,6.67E-03,0.95
9/28/2023, 11:58:00,TAUAURlee02D,350,7.4,2.4,Thalassoma amblycephalum,Labridae,Wrasse,PLANKTIVORE,9.50E-03,3,1,1,4,4,0.6,6.67E-03,4.05E-03
